"","n_raw_reads","n_mapped_reads","expected_umis","ci_95_low","ci_95_high","signal_umis","dataset"
"258",559999942.555784,398761274.270733,115293628.086125,115258074.675948,115329192.463385,72707297,"leukopak"
"259",569999941.529995,405882011.311282,116079110.130423,116043236.343293,116114995.007632,73202644,"leukopak"
"260",579999940.504205,413002748.351831,116849481.353771,116813274.693236,116885699.23668,73688461,"leukopak"
"261",589999939.478415,420123485.39238,117605221.278989,117568669.099471,117641784.822605,74165051,"leukopak"
"262",599999938.452626,427244222.432928,118346917.293707,118310006.780445,118383839.32236,74632785,"leukopak"
"263",609999937.426836,434364959.473477,119074913.046754,119037631.198352,119112206.571599,75091879,"leukopak"
"264",619999936.401047,441485696.514026,119789557.241086,119751890.851814,119827235.477829,75542553,"leukopak"
"265",629999935.375257,448606433.554575,120491410.484133,120453346.127912,120529486.869038,75985160,"leukopak"
"266",639999934.349468,455727170.595124,121180691.782547,121142215.797622,121219179.987832,76419840,"leukopak"
"267",649999933.323678,462847907.635672,121857829.164112,121818927.63838,121896743.112616,76846861,"leukopak"
"268",659999932.297889,469968644.676221,122523179.666204,122483838.422402,122562533.546231,77266449,"leukopak"
"269",669999931.272099,477089381.71677,123177035.619056,123137240.20204,123216843.897131,77678789,"leukopak"
"270",679999930.246309,484210118.757319,123819704.897354,123779440.560051,123859982.332284,78084073,"leukopak"
"271",689999929.22052,491330855.797868,124451574.485557,124410826.176528,124492336.14089,78482547,"leukopak"
"272",699999928.19473,498451592.838416,125072998.414561,125031750.765745,125114259.670868,78874434,"leukopak"
"273",709999927.168941,505572329.878965,125684133.781078,125642371.09567,125725910.348123,79259833,"leukopak"
"274",719999926.143151,512693066.919514,126285323.411773,126243029.65205,126327631.34069,79638959,"leukopak"
"275",729999925.117362,519813803.960063,126877235.753663,126834394.530116,126920091.447815,80012235,"leukopak"
"276",739999924.091572,526934541.000612,127459787.956201,127416382.516111,127503208.182712,80379609,"leukopak"
"277",749999923.065782,534055278.04116,128032972.189759,127988985.406466,128076974.090269,80741074,"leukopak"
"278",759999922.039993,541176015.081709,128597269.469539,128552683.831546,128641870.571068,81096935,"leukopak"
"279",769999921.014203,548296752.122258,129153067.788811,129107865.390177,129198286.013413,81447437,"leukopak"
"280",779999919.988414,555417489.162807,129700404.954903,129654567.484457,129746258.630513,81792603,"leukopak"
"281",789999918.962624,562538226.203356,130239542.908787,130193051.64123,130286050.778136,82132598,"leukopak"
"282",799999917.936835,569658963.243904,130770424.503481,130723260.289387,130817605.734156,82467386,"leukopak"
"283",809999916.911045,576779700.284453,131293365.181966,131245508.43911,131341239.375078,82797167,"leukopak"
"284",819999915.885255,583900437.325002,131808983.436194,131760414.140536,131857570.635381,83122330,"leukopak"
"285",829999914.859466,591021174.365551,132317229.253069,132267926.93019,132366549.953184,83442843,"leukopak"
"286",839999913.833676,598141911.4061,132818293.126207,132768236.843467,132868368.281167,83758828,"leukopak"
"287",849999912.807887,605262648.446648,133312575.441064,133261743.799562,133363426.471895,84070536,"leukopak"
"288",859999911.782097,612383385.487197,133800000.505639,133748371.632451,133851649.308344,84377919,"leukopak"
"289",869999910.756308,619504122.527746,134280734.442434,134228285.983782,134333203.394836,84681083,"leukopak"
"290",879999909.730518,626624859.568295,134755051.274458,134701760.38859,134808363.243335,84980200,"leukopak"
"291",889999908.704728,633745596.608844,135222831.643409,135168674.993998,135277009.99121,85275195,"leukopak"
"292",899999907.678939,640866333.649393,135684177.135217,135629130.884815,135739245.726614,85566132,"leukopak"
"293",909999906.653149,647987070.689941,136139625.984008,136083665.788434,136195609.191479,85853351,"leukopak"
"294",919999905.62736,655107807.73049,136589335.384548,136532436.386591,136646258.094789,86136950,"leukopak"
"295",929999904.60157,662228544.771039,137032934.154941,136975070.979602,137090821.773758,86416695,"leukopak"
"296",939999903.575781,669349281.811588,137470371.596808,137411518.345708,137529250.054712,86692555,"leukopak"
"297",949999902.549991,676470018.852136,137902453.407824,137842583.654136,137962349.164995,86965038,"leukopak"
"298",959999901.524202,683590755.892685,138329142.513285,138268229.297361,138390082.564151,87234119,"leukopak"
"299",969999900.498412,690711492.933234,138750708.386357,138688724.211455,138812720.263856,87499970,"leukopak"
"300",979999899.472622,697832229.973783,139166848.750888,139103765.57856,139229960.53126,87762400,"leukopak"
"301",989999898.446833,704952967.014332,139578102.041765,139513891.288363,139642342.347929,88021747,"leukopak"
"302",999999897.421043,712073704.054881,139984506.314063,139919138.847034,140049904.319485,88278037,"leukopak"
"303",1009999896.39525,719194441.095429,140386056.0008,140319502.134936,140452641.433318,88531265,"leukopak"
"304",1019999895.36946,726315178.135978,140782855.110408,140715084.604879,140850658.255235,88781497,"leukopak"
"305",1029999894.34367,733435915.176527,141174966.281319,141105948.336473,141244017.984322,89028773,"leukopak"
"306",1039999893.31789,740556652.217076,141562420.203799,141492123.4584,141632751.87434,89273112,"leukopak"
"307",1049999892.2921,747677389.257625,141945671.453952,141874063.982617,142017315.06741,89514801,"leukopak"
"308",1059999891.26631,754798126.298174,142324564.501087,142251613.8117,142397552.601671,89753741,"leukopak"
"309",1069999890.24052,761918863.338722,142699423.018554,142625096.049973,142773788.721541,89990137,"leukopak"
"310",1079999889.21473,769039600.379271,143069539.916944,142993803.037109,143145316.910929,90223543,"leukopak"
"311",1089999888.18894,776160337.41982,143435535.747142,143358354.750951,143512758.295891,90454350,"leukopak"
"312",1099999887.16315,783281074.460369,143797607.806527,143718947.914173,143876310.750816,90682682,"leukopak"
"313",1109999886.13736,790401811.500918,144156087.384723,144075913.240135,144236306.14394,90908749,"leukopak"
"314",1119999885.11157,797522548.541466,144510335.52459,144428611.194026,144592106.098527,91132148,"leukopak"
"315",1129999884.08578,804643285.582015,144861625.842208,144778314.812882,144944984.811916,91353681,"leukopak"
"316",1139999883.05999,811764022.622564,145208684.128079,145123749.307347,145293668.657586,91572545,"leukopak"
"317",1149999882.0342,818884759.663113,145551956.753952,145465360.4684,145638604.590724,91789022,"leukopak"
"318",1159999881.00841,826005496.703661,145891668.287098,145803372.28146,145980017.763274,92003254,"leukopak"
"319",1169999879.98262,833126233.74421,146227887.382445,146137852.819275,146317977.415313,92215283,"leukopak"
"320",1179999878.95683,840246970.784759,146560537.317725,146468724.776981,146652407.410295,92425061,"leukopak"
"321",1189999877.93104,847367707.825308,146889924.614434,146796294.093271,146983614.855595,92632781,"leukopak"
"322",1199999876.90525,854488444.865857,147216250.231645,147120761.144016,147311801.296697,92838571,"leukopak"
"323",1209999875.87946,861609181.906406,147539151.37181,147441762.548998,147636604.522276,93042201,"leukopak"
"324",1219999874.85367,868729918.946954,147858877.764504,147759547.455113,147958274.847992,93243830,"leukopak"
"325",1229999873.82788,875850655.987503,148175564.86522,148074250.735739,148276948.315009,93443541,"leukopak"
"326",1239999872.80209,882971393.028052,148489321.677865,148385980.813131,148592734.512567,93641405,"leukopak"
"327",1249999871.7763,890092130.068601,148799861.700029,148694450.604028,148905347.52309,93837240,"leukopak"
"328",1259999870.75051,897212867.10915,149107190.018243,148999664.61534,149214793.016704,94031049,"leukopak"
"329",1269999869.72473,904333604.149698,149411895.931008,149302211.566487,149521660.874776,94223205,"leukopak"
"330",1279999868.69894,911454341.190247,149713758.752026,149601870.193941,149825730.99255,94413568,"leukopak"
"331",1289999867.67315,918575078.230796,150012829.128193,149898690.568623,150127054.5972,94602170,"leukopak"
"332",1299999866.64736,925695815.271345,150309124.926472,150192689.983115,150425650.134515,94789022,"leukopak"
"333",1309999865.62157,932816552.311894,150602589.283751,150483811.001967,150721461.318346,94974089,"leukopak"
"334",1319999864.59578,939937289.352442,150893398.72413,150772229.578623,151014665.248059,95157481,"leukopak"
"335",1329999863.56999,947058026.392991,151181599.181849,151057991.079239,151305308.4308,95339228,"leukopak"
"336",1339999862.5442,954178763.43354,151467235.513798,151341139.794678,151593436.294439,95519358,"leukopak"
"337",1349999861.51841,961299500.474089,151750351.531034,151621718.97264,151879093.218485,95697899,"leukopak"
"338",1359999860.49262,968420237.514638,152030990.029196,151899770.848165,152162322.564403,95874877,"leukopak"
"339",1369999859.46683,975540974.555186,152309192.817857,152175336.673083,152443166.704887,96050319,"leukopak"
"340",1379999858.44104,982661711.595735,152585000.748869,152448456.7445,152721667.05205,96224251,"leukopak"
"341",1389999857.41525,989782448.636284,152858453.743728,152719170.432586,152997864.084377,96396698,"leukopak"
"342",1399999856.38946,996903185.676833,153129590.820003,152987516.206816,153271797.373339,96567685,"leukopak"
"343",1409999855.36367,1004023922.71738,153398450.116871,153253531.661956,153543505.608489,96737235,"leukopak"
"344",1419999854.33788,1011144659.75793,153665090.518314,153517275.141289,153813048.220596,96905385,"leukopak"
"345",1429999853.31209,1018265396.79848,153929755.540677,153778989.624265,154080669.268969,97072290,"leukopak"
"346",1439999852.2863,1025386133.83903,154192256.839607,154038486.233897,154346180.948509,97237831,"leukopak"
"347",1449999851.26051,1032506870.87958,154452540.968908,154295710.995525,154609530.348151,97401973,"leukopak"
"348",1459999850.23472,1039627607.92013,154710609.037508,154550664.494012,154870719.107674,97564718,"leukopak"
"349",1469999849.20893,1046748344.96067,154966613.33416,154803498.498456,155129900.042269,97726161,"leukopak"
"350",1479999848.18314,1053869082.00122,155220556.609935,155054215.245034,155387076.424996,97886304,"leukopak"
"351",1489999847.15735,1060989819.04177,155472770.072518,155303145.431156,155642579.980693,98045357,"leukopak"
"352",1499999846.13156,1068110556.08232,155723018.901434,155550053.731335,155896176.401585,98203171,"leukopak"
"353",1509999845.10578,1075231293.12287,155971333.706397,155794970.255239,156147896.804994,98359765,"leukopak"
"354",1519999844.07999,1082352030.16342,156217744.448814,156037924.469508,156397771.654826,98515158,"leukopak"
"355",1529999843.0542,1089472767.20397,156462280.458917,156278945.214772,156645830.778815,98669369,"leukopak"
"356",1539999842.02841,1096593504.24452,156704970.452345,156518060.722687,156892103.38466,98822416,"leukopak"
"357",1549999841.00262,1103714241.28506,156945842.546214,156755298.631892,157136618.076204,98974317,"leukopak"
"358",1559999839.97683,1110834978.32561,157184924.27468,156990686.003846,157379402.868726,99125088,"leukopak"
"359",1569999838.95104,1117955715.36616,157421916.158859,157223922.892918,157620158.759206,99274542,"leukopak"
"360",1579999837.92525,1125076452.40671,157656210.063551,157454400.703333,157858278.082896,99422294,"leukopak"
"361",1589999836.89946,1132197189.44726,157888749.427999,157683062.418724,158094704.742221,99568939,"leukopak"
"362",1599999835.87367,1139317926.48781,158119559.060869,157909932.398625,158329464.004136,99714494,"leukopak"
"363",1609999834.84788,1146438663.52836,158349205.806837,158135577.044558,158563123.164818,99859316,"leukopak"
"364",1619999833.82209,1153559400.56891,158577717.07885,158360023.332815,158795710.083284,100003421,"leukopak"
"365",1629999832.7963,1160680137.60946,158804609.730427,158582787.687218,159026742.053331,100146506,"leukopak"
"366",1639999831.77051,1167800874.65,159030445.415551,158804431.337422,159256781.162056,100288924,"leukopak"
"367",1649999830.74472,1174921611.69055,159254707.983472,159024437.715815,159485311.686649,100430350,"leukopak"
"368",1659999829.71893,1182042348.7311,159477360.407937,159242769.38552,159712297.021855,100570761,"leukopak"
"369",1669999828.69314,1189163085.77165,159698495.992243,159459519.24557,159937830.885522,100710215,"leukopak"
"370",1679999827.66735,1196283822.8122,159918136.379621,159674708.541797,160161935.328892,100848726,"leukopak"
"371",1689999826.64156,1203404559.85275,160136302.793471,159888358.106714,160384631.977062,100986308,"leukopak"
"372",1699999825.61577,1210525296.8933,160352745.430407,160100217.753276,160605671.421972,101122802,"leukopak"
"373",1709999824.58998,1217646033.93385,160567448.240289,160310271.054293,160825038.001876,101258200,"leukopak"
"374",1719999823.56419,1224766770.97439,160780725.803093,160518832.218905,161043046.678262,101392698,"leukopak"
"375",1729999822.5384,1231887508.01494,160992597.696984,160725920.461837,161259717.404308,101526311,"leukopak"
"376",1739999821.51262,1239008245.05549,161203243.325718,160931714.82999,161475229.951928,101659149,"leukopak"
"377",1749999820.48683,1246128982.09604,161413099.065386,161136651.349135,161690021.058218,101791490,"leukopak"
"378",1759999819.46104,1253249719.13659,161621617.32499,161340182.086356,161903543.487785,101922987,"leukopak"
"379",1769999818.43525,1260370456.17714,161828784.053208,161542292.654628,162115783.537443,102053632,"leukopak"
"380",1779999817.40946,1267491193.21769,162032262.712508,161740646.191371,162324405.014872,102181952,"leukopak"
"381",1789999816.38367,1274611930.25824,162235360.786732,161938549.853597,162532715.733199,102310031,"leukopak"
"382",1799999815.35788,1281732667.29879,162438529.155706,162136454.205406,162741166.899093,102438154,"leukopak"
"383",1809999814.33209,1288853404.33933,162640550.655503,162333141.777081,162948541.671483,102565555,"leukopak"
"384",1819999813.3063,1295974141.37988,162841333.306817,162528520.288732,163154748.385291,102692174,"leukopak"
"385",1829999812.28051,1303094878.42043,163040893.268881,162722605.605761,163359803.507064,102818022,"leukopak"
"386",1839999811.25472,1310215615.46098,163239246.408008,162915413.307699,163563723.203563,102943108,"leukopak"
"387",1849999810.22893,1317336352.50153,163436245.46477,163106795.85569,163766360.509306,103067341,"leukopak"
"388",1859999809.20314,1324457089.54208,163631598.524871,163296461.063233,163967423.797606,103190536,"leukopak"
"389",1869999808.17735,1331577826.58263,163825784.272371,163484887.347637,164167392.031698,103312995,"leukopak"
"390",1879999807.15156,1338698563.62318,164018817.51724,163672089.259955,164366280.294899,103434727,"leukopak"
"391",1889999806.12577,1345819300.66372,164210712.80796,163858081.096662,164564103.40233,103555742,"leukopak"
"392",1899999805.09998,1352940037.70427,164401484.437311,164042876.905419,164760875.906697,103676047,"leukopak"
"393",1909999804.07419,1360060774.74482,164591146.447987,164226490.490739,164956612.103882,103795653,"leukopak"
"394",1919999803.0484,1367181511.78537,164779712.638081,164408935.419296,165151326.038584,103914568,"leukopak"
"395",1929999802.02261,1374302248.82592,164967196.566414,164590225.025432,165345031.509477,104032801,"leukopak"
"396",1939999800.99682,1381422985.86647,165153611.557733,164770372.416047,165537742.074716,104150359,"leukopak"
"397",1949999799.97103,1388543722.90702,165338970.707765,164949390.475921,165729471.056722,104267252,"leukopak"
"398",1959999798.94524,1395664459.94757,165522877.927276,165126882.912706,165919822.587651,104383229,"leukopak"
"399",1969999797.91945,1402785196.98811,165704926.299055,165302442.61291,166108389.965382,104498033,"leukopak"
"400",1979999796.89367,1409905934.02866,165887275.373176,165478228.92937,166297332.940888,104613027,"leukopak"
"401",1989999795.86788,1417026671.06921,166068620.262026,165652936.793897,166485346.831165,104727389,"leukopak"
"402",1999999794.84209,1424147408.10976,166247596.454222,165825201.521771,166671067.323728,104840256,"leukopak"
"403",0,0,0,0,0,0,"high_neutrophil"
"404",9999999.89314335,6680173.24709929,6604619.40523371,6560385.68706755,6649151.37138652,1059978,"high_neutrophil"
"405",19999999.7862867,13360346.4941986,13082674.8267621,13007423.3369473,13158361.666959,2099643,"high_neutrophil"
"406",29999999.6794301,20040519.7412979,19447275.4423886,19349397.7079797,19545648.2852777,3121101,"high_neutrophil"
"407",39999999.5725734,26720692.9883972,25708823.6830736,25593913.2976137,25824249.987945,4126019,"high_neutrophil"
"408",49999999.4657168,33400866.2354965,31874708.1658597,31746640.147117,32003292.8193502,5115584,"high_neutrophil"
"409",59999999.3588601,40081039.4825957,37951491.7281831,37813037.456999,38090452.9563983,6090850,"high_neutrophil"
"410",69999999.2520035,46761212.729695,43944411.5239881,43797607.6551929,44091707.4602054,7052656,"high_neutrophil"
"411",79999999.1451468,53441385.9767943,49857436.5910368,49703815.6441395,50011532.3384099,8001639,"high_neutrophil"
"412",89999999.0382902,60121559.2238936,55694961.8253979,55535701.2603386,55854679.1043729,8938506,"high_neutrophil"
"413",99999998.9314335,66801732.4709929,61459582.6434968,61295604.0421347,61623999.9220223,9863673,"high_neutrophil"
"414",109999998.824577,73481905.7180922,67154362.1696724,66986398.8579571,67322746.6366455,10777630,"high_neutrophil"
"415",119999998.71772,80162078.9651915,72781955.7227917,72610599.9037811,72953715.9292712,11680805,"high_neutrophil"
"416",129999998.610864,86842252.2122908,78344664.3269436,78170400.5826857,78519316.5539563,12573566,"high_neutrophil"
"417",139999998.504007,93522425.4593901,83844700.683879,83667930.2193493,84021844.6224153,13456269,"high_neutrophil"
"418",149999998.39715,100202598.706489,89283926.7873442,89104985.2689345,89463227.6578925,14329213,"high_neutrophil"
"419",159999998.290294,106882771.953589,94664005.6011145,94483176.4848354,94845180.8019613,15192664,"high_neutrophil"
"420",169999998.183437,113562945.200688,99986890.2773094,99804414.9107184,100169699.269015,16046936,"high_neutrophil"
"421",179999998.07658,120243118.447787,105253994.22336,105070079.607939,105438230.762833,16892255,"high_neutrophil"
"422",189999997.969724,126923291.694887,110466688.462892,110281513.29232,110652174.563582,17728843,"high_neutrophil"
"423",199999997.862867,133603464.941986,115626276.692414,115439996.106019,115812857.871827,18556907,"high_neutrophil"
"424",209999997.75601,140283638.189085,120734169.039735,120546918.405667,120921710.538143,19376675,"high_neutrophil"
"425",219999997.649154,146963811.436184,125791686.862188,125603584.819944,125980070.603226,20188358,"high_neutrophil"
"426",229999997.542297,153643984.683284,130799789.903051,130610940.833742,130988912.027364,20992110,"high_neutrophil"
"427",239999997.43544,160324157.930383,135759459.65883,135569955.708089,135949228.504157,21788089,"high_neutrophil"
"428",249999997.328584,167004331.177482,140671874.285402,140481797.034014,140862208.71859,22576485,"high_neutrophil"
"429",259999997.221727,173684504.424582,145538023.574913,145347445.429359,145728851.604663,23357455,"high_neutrophil"
"430",269999997.114871,180364677.671681,150358853.698884,150167839.056885,150550111.312972,24131152,"high_neutrophil"
"431",279999997.008014,187044850.91878,155135270.677056,154943876.910545,155326900.861906,24897721,"high_neutrophil"
"432",289999996.901157,193725024.165879,159868143.446975,159676421.736916,160060095.355166,25657302,"high_neutrophil"
"433",299999996.794301,200405197.412979,164558306.592595,164366302.641309,164750534.832661,26410028,"high_neutrophil"
"434",309999996.687444,207085370.660078,169206562.7801,169014317.422901,169399026.806806,27156028,"high_neutrophil"
"435",319999996.580587,213765543.907177,173813684.940985,173621234.673692,174006348.529567,27895427,"high_neutrophil"
"436",329999996.473731,220445717.154277,178380418.235962,178187795.671944,178573249.026655,28628344,"high_neutrophil"
"437",339999996.366874,227125890.401376,182907481.827879,182714716.096018,183100450.929387,29354894,"high_neutrophil"
"438",349999996.260017,233806063.648475,187395678.301773,187202795.394111,187588759.944801,30075207,"high_neutrophil"
"439",359999996.153161,240486236.895574,191845580.910111,191652603.987077,192038752.143537,30789374,"high_neutrophil"
"440",369999996.046304,247166410.142674,196257812.602179,196064762.26144,196451053.025182,31497494,"high_neutrophil"
"441",379999995.939447,253846583.389773,200633005.920586,200439900.434431,200826297.446192,32199671,"high_neutrophil"
"442",389999995.832591,260526756.636872,204971773.788162,204778629.314008,205165100.433609,32896001,"high_neutrophil"
"443",399999995.725734,267206929.883972,209274710.568641,209081541.336437,209468058.268786,33586582,"high_neutrophil"
"444",409999995.618877,273887103.131071,213542393.042823,213349211.522267,213735749.483641,34271504,"high_neutrophil"
"445",419999995.512021,280567276.37817,217775381.308787,217582198.358537,217968735.778823,34950858,"high_neutrophil"
"446",429999995.405164,287247449.62527,221974219.613735,221781044.615873,222167562.870249,35624731,"high_neutrophil"
"447",439999995.298307,293927622.872369,226139437.124134,225946278.104531,226332761.273286,36293208,"high_neutrophil"
"448",449999995.191451,300607796.119468,230271526.124891,230078389.861783,230464824.513682,36956369,"high_neutrophil"
"449",459999995.084594,307287969.366567,234370986.186532,234177878.309018,234564253.304761,37614293,"high_neutrophil"
"450",469999994.977738,313968142.613667,238438332.660576,238245257.737136,238631564.052716,38267063,"high_neutrophil"
"451",479999994.870881,320648315.860766,242474049.091847,242281010.711322,242667241.276487,38914757,"high_neutrophil"
"452",489999994.764024,327328489.107865,246478632.367228,246285633.211556,246671782.764667,39557454,"high_neutrophil"
"453",499999994.657168,334008662.354964,250452493.975415,250259535.886568,250645600.841106,40195220,"high_neutrophil"
"454",509999994.550311,340688835.602064,254396161.944826,254203245.985381,254589224.309039,40828141,"high_neutrophil"
"455",519999994.443454,347369008.849163,258309969.520775,258117096.029399,258502987.133498,41456270,"high_neutrophil"
"456",529999994.336598,354049182.096262,262194297.59802,262001466.239809,262387270.878844,42079667,"high_neutrophil"
"457",539999994.229741,360729355.343362,266049605.879263,265856815.692039,266242535.871278,42698407,"high_neutrophil"
"458",549999994.122884,367409528.590461,269876295.653308,269683545.089926,270069183.981046,43312554,"high_neutrophil"
"459",559999994.016028,374089701.83756,273674759.178322,273482046.145476,273867608.009161,43922171,"high_neutrophil"
"460",569999993.909171,380769875.08466,277445380.009574,277252701.90299,277638192.018741,44527320,"high_neutrophil"
"461",579999993.802315,387450048.331759,281188533.309253,280995887.046206,281381311.64748,45128060,"high_neutrophil"
"462",589999993.695458,394130221.578858,284904599.543144,284711981.592056,285097347.807241,45724453,"high_neutrophil"
"463",599999993.588601,400810394.825957,288593943.748819,288401350.156588,288786665.954497,46316557,"high_neutrophil"
"464",609999993.481745,407490568.073057,292256860.531419,292064286.948544,292449561.088342,46904420,"high_neutrophil"
"465",619999993.374888,414170741.320156,295893637.212382,295701078.915226,296086320.90204,47488088,"high_neutrophil"
"466",629999993.268031,420850914.567255,299504702.010727,299312153.922316,299697373.965696,48067629,"high_neutrophil"
"467",639999993.161175,427531087.814355,303090385.371848,302897842.081434,303283051.056394,48643097,"high_neutrophil"
"468",649999993.054318,434211261.061454,306651011.112391,306458466.891911,306843676.306122,49214543,"high_neutrophil"
"469",659999992.947461,440891434.308553,310186896.62431,309994345.444548,310379567.406114,49782019,"high_neutrophil"
"470",669999992.840605,447571607.555652,313698353.06968,313505788.614247,313891035.803853,50345574,"high_neutrophil"
"471",679999992.733748,454251780.802752,317185685.566843,316993101.245292,317378386.89006,50905257,"high_neutrophil"
"472",689999992.626891,460931954.049851,320649193.368402,320456582.327357,320841920.178681,51461117,"high_neutrophil"
"473",699999992.520035,467612127.29695,324089170.03155,323896525.165393,324281929.477647,52013200,"high_neutrophil"
"474",709999992.413178,474292300.54405,327505903.581182,327313217.541407,327698703.053316,52561553,"high_neutrophil"
"475",719999992.306322,480972473.791149,330899676.666203,330706941.868801,331092523.788741,53106221,"high_neutrophil"
"476",729999992.199465,487652647.038248,334270766.709415,334077975.343022,334463669.332801,53647249,"high_neutrophil"
"477",739999992.092608,494332820.285347,337619446.051346,337426590.082717,337812412.24669,54184679,"high_neutrophil"
"478",749999991.985752,501012993.532447,340945982.08835,340753053.268205,341139020.141647,54718557,"high_neutrophil"
"479",759999991.878895,507693166.779546,344250637.405285,344057627.2723,344443755.813478,55248922,"high_neutrophil"
"480",769999991.772038,514373340.026645,347533669.90306,347340569.788096,347726877.369878,55775817,"high_neutrophil"
"481",779999991.665182,521053513.273745,350795332.921324,350602133.950008,350988638.35475,56299283,"high_neutrophil"
"482",789999991.558325,527733686.520844,354035812.143562,353842505.238234,354229224.653951,56819349,"high_neutrophil"
"483",799999991.451468,534413859.767943,357255366.856552,357061942.738727,357448895.754206,57336056,"high_neutrophil"
"484",809999991.344612,541094033.015043,360454285.287965,360260734.478631,360647940.082862,57849452,"high_neutrophil"
"485",819999991.237755,547774206.262142,363632803.800089,363439116.619438,363826594.202221,58359574,"high_neutrophil"
"486",829999991.130898,554454379.509241,366791177.797143,366597344.365789,366985113.715324,58866462,"high_neutrophil"
"487",839999991.024042,561134552.75634,369929746.363278,369735756.599652,370123837.907777,59370172,"high_neutrophil"
"488",849999990.917185,567814726.00344,373048602.854929,372854446.475332,373242860.337517,59870719,"high_neutrophil"
"489",859999990.810328,574494899.250539,376147968.135669,375953634.651362,376342402.072531,60368137,"high_neutrophil"
"490",869999990.703472,581175072.497638,379228059.433786,379033538.149219,379422680.547328,60862462,"high_neutrophil"
"491",879999990.596615,587855245.744738,382289090.427788,382094370.437551,382483909.649727,61353729,"high_neutrophil"
"492",889999990.489758,594535418.991837,385331271.329093,385136341.514814,385526299.803583,61841969,"high_neutrophil"
"493",899999990.382902,601215592.238936,388354808.962005,388159657.987889,388550058.050136,62327218,"high_neutrophil"
"494",909999990.276045,607895765.486035,391359699.114194,391164315.423829,391555180.397271,62809474,"high_neutrophil"
"495",919999990.169188,614575938.733135,394346615.288118,394150987.099179,394542340.572813,63288846,"high_neutrophil"
"496",929999990.062332,621256111.980234,397315822.549897,397119937.85003,397511803.872503,63765375,"high_neutrophil"
"497",939999989.955475,627936285.227333,400266628.718393,400070475.259067,400462878.351224,64238951,"high_neutrophil"
"498",949999989.848619,634616458.474433,403199949.206445,403003514.498232,403396479.662196,64709721,"high_neutrophil"
"499",959999989.741762,641296631.721532,406115798.030252,405919069.336385,406312622.068689,65177686,"high_neutrophil"
"500",969999989.634905,647976804.968631,409014360.224069,408817324.553674,409211490.858774,65642878,"high_neutrophil"
"501",979999989.528049,654656978.215731,411895817.989496,411698462.092295,412093268.493197,66105324,"high_neutrophil"
"502",989999989.421192,661337151.46283,414760350.755852,414562661.113718,414958134.668885,66565054,"high_neutrophil"
"503",999999989.314335,668017324.709929,417608135.238777,417410098.060647,417806266.374202,67022096,"high_neutrophil"
"504",1009999989.20748,674697497.957028,420439345.49714,420240946.709095,420637837.950687,67476478,"high_neutrophil"
"505",1019999989.10062,681377671.204128,423254152.988322,423055378.228392,423453021.143602,67928228,"high_neutrophil"
"506",1029999988.99377,688057844.451227,426052726.62192,425853561.230134,426251985.160405,68377372,"high_neutrophil"
"507",1039999988.88691,694738017.698326,428835232.811953,428635661.823406,429034896.719925,68823938,"high_neutrophil"
"508",1049999988.78005,701418190.945426,431601835.527604,431401843.663853,431801920.104787,69267951,"high_neutrophil"
"509",1059999988.6732,708098364.192525,434352696.342572,434152268.002663,434553217.211122,69709437,"high_neutrophil"
"510",1069999988.56634,714778537.439624,437087974.483072,436887093.735628,437288947.595512,70148423,"high_neutrophil"
"511",1079999988.45948,721458710.686723,439807826.874533,439606477.447479,440009268.524048,70584934,"high_neutrophil"
"512",1089999988.35263,728138883.933823,442512408.187045,442310573.459578,442714335.015537,71018993,"high_neutrophil"
"513",1099999988.24577,734819057.180922,445201870.879602,444999533.872539,445404299.887355,71450626,"high_neutrophil"
"514",1109999988.13891,741499230.428021,447876365.243169,447673508.60945,448079313.798373,71879857,"high_neutrophil"
"515",1119999988.03206,748179403.67512,450536039.442632,450332645.457713,450739525.291007,72306709,"high_neutrophil"
"516",1129999987.9252,754859576.92222,453181039.557657,452977090.109521,453385080.832463,72731206,"high_neutrophil"
"517",1139999987.81834,761539750.169319,455811509.622499,455606986.202276,456016124.853933,73153371,"high_neutrophil"
"518",1149999987.71149,768219923.416418,458427421.882588,458222305.574198,458632630.008202,73573200,"high_neutrophil"
"519",1159999987.60463,774900096.663518,461029089.782726,460823361.25367,461234910.156579,73990743,"high_neutrophil"
"520",1169999987.49777,781580269.910617,463616647.72405,463410287.213678,463823100.128499,74406021,"high_neutrophil"
"521",1179999987.39092,788260443.157716,466190226.955618,465983214.266513,466397331.609953,74819056,"high_neutrophil"
"522",1189999987.28406,794940616.404816,468749961.818251,468542276.305265,468957739.389681,75229868,"high_neutrophil"
"523",1199999987.1772,801620789.651915,471295992.729596,471087613.289952,471504464.343157,75638482,"high_neutrophil"
"524",1209999987.07035,808300962.899014,473828592.811375,473619497.873667,474037780.060935,76044940,"high_neutrophil"
"525",1219999986.96349,814981136.146113,476347744.041026,476137911.55523,476557668.999341,76449239,"high_neutrophil"
"526",1229999986.85663,821661309.393213,478853573.634646,478642981.061618,479064258.863857,76851401,"high_neutrophil"
"527",1239999986.74978,828341482.640312,481346207.110705,481134831.413184,481557675.671355,77251445,"high_neutrophil"
"528",1249999986.64292,835021655.887411,483825768.320364,483613585.950267,484038043.78412,77649391,"high_neutrophil"
"529",1259999986.53606,841701829.134511,486292379.47708,486079366.367548,486505485.934711,78045258,"high_neutrophil"
